SL,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
67,4kpm50ItxF6iFUATTyQdOR,Baari,7cuYb19oTyv1tLTgzH7qpv,None,2019-11-26,"['desi hip hop', 'desi pop', 'pakistani pop', 'punjabi pop']",0.651,0.538,-7.043,0.0413,0.854,1.42e-06,0.0999,0.467,79.985,3,1,235297,2.0
68,4kpm50ItxF6iFUATTyQdOR,Tu Jaane Na,4iFPsNzNV7V9KJgcOX7TEO,https://p.scdn.co/mp3-preview/e02a06a95ac53afa8b6dfa6da67cdc1fcbfd7363?cid=6f011d3377f54821bb6607c002103317,2009-11-06,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.702,0.86,-3.969,0.0345,0.361,1.33e-06,0.133,0.829,120.042,7,1,341933,71.0
69,4kpm50ItxF6iFUATTyQdOR,Saadi Galli Aaja,0qVNxbFE4EUV3mNFodXiln,https://p.scdn.co/mp3-preview/ba9c62595a006c5ef5392e5d4996431a489f830c?cid=6f011d3377f54821bb6607c002103317,2017-09-12,"['desi pop', 'filmi', 'modern bollywood']",0.739,0.836,-5.155,0.0325,0.195,3.64e-06,0.197,0.677,109.011,2,1,253417,46.0
70,4kpm50ItxF6iFUATTyQdOR,Be Intehaan,6g0HHWLJwfe2PlbgHi8pBj,https://p.scdn.co/mp3-preview/524480bc471eafbfe3fa2510e7e4c97a279548ff?cid=6f011d3377f54821bb6607c002103317,2012-01-25,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.56,0.696,-5.583,0.0473,0.535,0,0.325,0.39,128.849,7,1,290867,63.0
71,4kpm50ItxF6iFUATTyQdOR,Piya O Re Piya,5a11x5PUFvJEadMRqtNtTr,https://p.scdn.co/mp3-preview/37f300d5aca7727b520a93e1260d117f5409c6d0?cid=6f011d3377f54821bb6607c002103317,2011-02-24,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.442,0.574,-6.394,0.0828,0.273,0,0.094,0.308,167.857,2,1,292747,64.0
72,4kpm50ItxF6iFUATTyQdOR,"Tu Har Lamha (From ""Khamoshiyan"")",13tg1zpSfWyFQbv09a9LPD,https://p.scdn.co/mp3-preview/73bc59509abb0b09cf7df6694071656b994c0d0c?cid=6f011d3377f54821bb6607c002103317,2014-12-29,['modern bollywood'],0.311,0.538,-4.551,0.0263,0.573,0,0.113,0.165,137.177,2,0,272869,43.0
73,4kpm50ItxF6iFUATTyQdOR,Main Rang Sharbaton Ka,1yYM7dY6wSJFp5qmxPRLu1,https://p.scdn.co/mp3-preview/1128a5f549b3e1133b2497e50aeed42bffea9caf?cid=6f011d3377f54821bb6607c002103317,2013-09-20,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.631,0.631,-6.934,0.0307,0.693,0,0.133,0.697,89.975,6,1,263152,65.0
74,4kpm50ItxF6iFUATTyQdOR,Pehli Nazar Mein,17opN752ZQpNuoptelsNQ1,https://p.scdn.co/mp3-preview/007f68a223cf3cdc59f58d2a277d3fd4d25efa19?cid=6f011d3377f54821bb6607c002103317,2008-03-21,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.488,0.57,-5.602,0.0775,0.251,0,0.107,0.668,169.702,9,1,312893,66.0
75,4kpm50ItxF6iFUATTyQdOR,Tera Naam Doon,6p358EIjLEoDZI5vu99k6N,https://p.scdn.co/mp3-preview/c1bc7433a2dd7668a991312ce9f33550c1ee291e?cid=6f011d3377f54821bb6607c002103317,2014-08-08,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.534,0.804,-6.224,0.115,0.367,1.07e-05,0.097,0.555,80.221,0,1,283868,49.0
76,4kpm50ItxF6iFUATTyQdOR,Main Rang Sharbaton Ka - Reprise,2sryZMs4aLRCLbXiOl69lP,https://p.scdn.co/mp3-preview/5273437ef55cd3847313fd86378e38d64254849f?cid=6f011d3377f54821bb6607c002103317,2013-09-20,"['desi pop', 'filmi', 'modern bollywood']",0.637,0.576,-9.202,0.0318,0.74,0,0.0904,0.775,90.007,6,1,277621,50.0
77,4kpm50ItxF6iFUATTyQdOR,Achha Lagta Hai,7dm80EBbK2JFHcQdGDvF1D,https://p.scdn.co/mp3-preview/2fad9a8046b4c01ff4004db4f1384ca4bc9f1a96?cid=6f011d3377f54821bb6607c002103317,2011-07-11,"['desi pop', 'filmi', 'modern bollywood']",0.838,0.557,-7.517,0.0715,0.00267,9.83e-06,0.0815,0.612,101.978,8,1,235800,37.0
78,4kpm50ItxF6iFUATTyQdOR,Kal Ho Naa Ho,251PNRmJU9KcUnFQAB5t6I,https://p.scdn.co/mp3-preview/f8ab488c2309bf7e2f7fac927c121ad0c80962b3?cid=6f011d3377f54821bb6607c002103317,2003-09-20,"['desi pop', 'filmi', 'modern bollywood']",0.532,0.529,-8.402,0.0352,0.334,0.000144,0.078,0.295,81.989,0,1,321240,66.0
79,4kpm50ItxF6iFUATTyQdOR,Thoda Thoda Pyaar,5nsET7aVWXu017lsQjRFCV,https://p.scdn.co/mp3-preview/e63a31a6052da9baa23a5165dd94e206d684a7db?cid=6f011d3377f54821bb6607c002103317,2021-02-12,"['desi pop', 'modern bollywood']",0.706,0.527,-8.706,0.0269,0.139,0.000169,0.112,0.144,103.008,5,0,244724,74.0
80,4kpm50ItxF6iFUATTyQdOR,Saathiyaa,1sNCUR5bUvFSQVDYEvsHCU,https://p.scdn.co/mp3-preview/17e40107166ad6a32d3fda6fa3e861abc580d16c?cid=6f011d3377f54821bb6607c002103317,2011-06-27,"['desi pop', 'filmi', 'modern bollywood']",0.548,0.733,-6.634,0.0654,0.574,5.29e-06,0.182,0.574,86.96,2,1,310925,56.0
81,4kpm50ItxF6iFUATTyQdOR,Tum Kyu Chale Aate Ho,4IHMBirv4WDw32zUU2gY3b,None,2021-04-30,['indian lo-fi'],0.606,0.237,-10.936,0.0289,0.827,0,0.268,0.595,99.061,6,0,145250,0.0
82,4kpm50ItxF6iFUATTyQdOR,Sukoon Mila,4nydCE0L7G13XLKPzvLlNs,https://p.scdn.co/mp3-preview/fdcf2fc0cdb00227855870c926d726210cba725d?cid=6f011d3377f54821bb6607c002103317,2018-05-27,"['desi pop', 'filmi', 'modern bollywood']",0.634,0.378,-8.367,0.0295,0.566,0,0.0919,0.527,123.949,9,1,200438,62.0
83,4kpm50ItxF6iFUATTyQdOR,I Love You,5bHDGWyIFML1LYXZWTD5MF,https://p.scdn.co/mp3-preview/587034102bbfb6aa0be24799ea892d123e95694d?cid=6f011d3377f54821bb6607c002103317,2011-07-27,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.654,0.671,-6.026,0.0807,0.359,7.49e-06,0.0656,0.76,90.063,11,1,256813,56.0
84,4kpm50ItxF6iFUATTyQdOR,My Dil Goes Mmmm,3Uv8BQFN3bQfhkregyMbnx,https://p.scdn.co/mp3-preview/a53b15ad861ccd3164f6210685ca628a76166823?cid=6f011d3377f54821bb6607c002103317,2005-08-03,"['desi pop', 'filmi', 'modern bollywood']",0.693,0.797,-7.392,0.0704,0.343,0.00125,0.0673,0.706,90.997,6,0,452833,61.0
85,4kpm50ItxF6iFUATTyQdOR,Saiyyan,2vR23BjIzpLMtzsyKrM6Mb,https://p.scdn.co/mp3-preview/56c51df9689cf390d0e333279cc9566f1d2f0af3?cid=6f011d3377f54821bb6607c002103317,2011-06-03,"['desi hip hop', 'desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']",0.473,0.562,-8.624,0.0451,0.65,0.000117,0.12,0.316,74.653,0,1,343907,65.0
86,4kpm50ItxF6iFUATTyQdOR,Hey Shona,2H9SvhMVXSYPxxkQgzkTKp,https://p.scdn.co/mp3-preview/0269225beb730f54f72f93cd1dfc7db35ece2aa2?cid=6f011d3377f54821bb6607c002103317,2007-04-03,"['desi pop', 'filmi', 'modern bollywood']",0.657,0.601,-8.668,0.0374,0.125,0.0252,0.0885,0.89,75.004,6,0,319295,53.0
87,4kpm50ItxF6iFUATTyQdOR,Main Hoon Na,0v7rJIwQ2xeB1W19eU5IQS,https://p.scdn.co/mp3-preview/1d19d8a05d28eb1ebb347d6fc63c014c444b9a33?cid=6f011d3377f54821bb6607c002103317,2004-02-27,"['desi pop', 'filmi', 'modern bollywood']",0.48,0.681,-8.002,0.163,0.284,0,0.125,0.74,88.003,5,1,361067,60.0
88,4kpm50ItxF6iFUATTyQdOR,Sajde,4N66qcycDiFLJGjnXiKbKX,https://p.scdn.co/mp3-preview/8965a92b05a9dbbd09e3e05423922386c6082f88?cid=6f011d3377f54821bb6607c002103317,2010-06-21,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.693,0.638,-6.715,0.0498,0.354,3.32e-06,0.0972,0.747,90.005,11,1,305583,58.0
89,4kpm50ItxF6iFUATTyQdOR,Chup Chup Ke (Film Version),0G5tgEYkfBj9pREQWHYCq3,https://p.scdn.co/mp3-preview/6d64d5464dc5fb1ee99e86a10772a0140fcfd00b?cid=6f011d3377f54821bb6607c002103317,2012-10-09,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.685,0.755,-6.231,0.0912,0.727,0,0.271,0.889,89.985,1,0,230569,44.0
90,4kpm50ItxF6iFUATTyQdOR,"Darasal (From ""Raabta"")",3phw912iJRhtMfsdJ1k3Sr,https://p.scdn.co/mp3-preview/2f7fb3e20dab9852123fdd689f7ff41d4e26ff75?cid=6f011d3377f54821bb6607c002103317,2017-06-03,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.705,0.422,-7.375,0.0299,0.793,0,0.0895,0.482,117.948,0,1,274354,58.0
91,4kpm50ItxF6iFUATTyQdOR,"Tere Mere (From ""Chef"")",4lBO4Q7Pa816Mk3ptYcYUz,https://p.scdn.co/mp3-preview/76a5152c7a0764c8b1ad24f884b70ded3ebb3c7d?cid=6f011d3377f54821bb6607c002103317,2017-09-11,"['desi pop', 'filmi', 'modern bollywood']",0.373,0.672,-5.797,0.0326,0.154,4.28e-05,0.321,0.47,84.503,4,1,343544,58.0
92,4kpm50ItxF6iFUATTyQdOR,"Roke Na Ruke Naina (From ""Badrinath Ki Dulhania"")",0ZyJDDqBjI0rDnn31qHgbg,https://p.scdn.co/mp3-preview/3f7ef220a16656f6bdfd66428be12ffd482231bf?cid=6f011d3377f54821bb6607c002103317,2020-05-19,"['desi pop', 'filmi', 'modern bollywood']",0.501,0.382,-9.31,0.0283,0.722,1.15e-05,0.154,0.264,80.657,9,1,278402,52.0
93,4kpm50ItxF6iFUATTyQdOR,Tera Hone Laga Hoon,0dLbrlAVPPjpPqnYfmJsWk,https://p.scdn.co/mp3-preview/804b595e51af19527e87a950eccbead4dff33012?cid=6f011d3377f54821bb6607c002103317,2009-11-06,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.684,0.771,-5.353,0.0307,0.548,0,0.112,0.539,119.982,8,1,299827,71.0
94,4kpm50ItxF6iFUATTyQdOR,Bakhuda Tumhi Ho,0h73AwuEY2x44cBMOP58fO,https://p.scdn.co/mp3-preview/c17df4b59755324f6b8bd499148c1b6053acb78e?cid=6f011d3377f54821bb6607c002103317,2008-07-18,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.322,0.752,-3.457,0.0422,0.633,0,0.129,0.502,126.967,2,1,292493,56.0
95,4kpm50ItxF6iFUATTyQdOR,Is This Love,0GVPRo9LEjxjT4C4o8BGot,https://p.scdn.co/mp3-preview/dce1b337b5463d180ebda37659d97b494a91d3e2?cid=6f011d3377f54821bb6607c002103317,2008-07-18,"['desi pop', 'filmi', 'modern bollywood']",0.592,0.816,-5.86,0.0361,0.538,1.87e-06,0.102,0.715,119.977,7,1,329167,50.0
96,4kpm50ItxF6iFUATTyQdOR,Main Hoon Saath Tere,4dljlmVE5RTpAiEwCi6kkD,https://p.scdn.co/mp3-preview/e6b5359c3d38dc9eaabe4c510bffb348766f7afa?cid=6f011d3377f54821bb6607c002103317,2017-10-24,"['desi pop', 'filmi', 'modern bollywood']",0.575,0.655,-7.464,0.0427,0.604,0.000388,0.094,0.703,82.077,8,1,280085,63.0
97,4kpm50ItxF6iFUATTyQdOR,Kinna Sona,2gXZp1zDDA5bnPsLwrSMRj,https://p.scdn.co/mp3-preview/c3eef120e116849adff1dea39644c4364c56a50b?cid=6f011d3377f54821bb6607c002103317,2015-08-24,[unknown],0.716,0.626,-5.274,0.0347,0.608,8.26e-06,0.191,0.467,120.021,1,1,303756,64.0
98,4kpm50ItxF6iFUATTyQdOR,"Bandeya (feat. Arijit Singh) - From ""Dil Juunglee""",6gwnKOvdBKkTU4CQ7KpIAu,https://p.scdn.co/mp3-preview/0483e8d7aba219d1eb2577bad166486dde76279b?cid=6f011d3377f54821bb6607c002103317,2018-02-22,"['desi pop', 'filmi', 'modern bollywood']",0.465,0.551,-6.58,0.0362,0.619,6.03e-06,0.109,0.415,89.459,7,1,184666,66.0
99,4kpm50ItxF6iFUATTyQdOR,"Afeemi (From ""Meri Pyaari Bindu "")",6J31lR4ZqpRPAjOqzX5lCu,https://p.scdn.co/mp3-preview/ff87c82de83ebed8242c5d55254bba0f53ec8838?cid=6f011d3377f54821bb6607c002103317,2021-02-17,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']",0.587,0.452,-8.52,0.0462,0.788,0,0.129,0.548,87.985,7,1,249692,47.0
100,4kpm50ItxF6iFUATTyQdOR,Meherbani,55LK166LWHOpXOroZ5g82J,https://p.scdn.co/mp3-preview/edbf85e7c3767bf58a0f6fb599e7afe0cda8c9cb?cid=6f011d3377f54821bb6607c002103317,2018-08-07,"['desi pop', 'filmi', 'modern bollywood']",0.41,0.455,-8.071,0.0316,0.731,0,0.185,0.361,90.993,4,1,243592,66.0
101,4kpm50ItxF6iFUATTyQdOR,Teri Jhuki Nazar,3beYHVCFKzbdNjJqjKeYpM,https://p.scdn.co/mp3-preview/a8081bc50f81343c818189962985009842b80f37?cid=6f011d3377f54821bb6607c002103317,2013-02-01,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.386,0.815,-3.395,0.0417,0.707,0,0.159,0.349,124.293,11,1,279187,62.0
102,4kpm50ItxF6iFUATTyQdOR,"Phir Mohabbat (From ""Murder 2"")",4RCd3Gdtt3dNedof64hqRD,https://p.scdn.co/mp3-preview/832d05aba68aabef2644dbc598f6619cf7887067?cid=6f011d3377f54821bb6607c002103317,2020-05-19,"['desi pop', 'filmi', 'modern bollywood']",0.464,0.481,-6.391,0.033,0.787,1.09e-06,0.127,0.263,199.765,0,0,329851,52.0
103,4kpm50ItxF6iFUATTyQdOR,"Ajj Din Chadheya (From ""Love Aaj Kal "")",6lHBOxVVbjkmByOjHRC2bA,https://p.scdn.co/mp3-preview/efef66d35c0b0ad968c8631fea3c6efd95f8e2b0?cid=6f011d3377f54821bb6607c002103317,2009,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.585,0.687,-4.553,0.0724,0.551,6.7e-06,0.121,0.815,85.871,9,1,315013,64.0
104,4kpm50ItxF6iFUATTyQdOR,In Dino,6YycppSAeGtSvwmu8qCcr2,https://p.scdn.co/mp3-preview/90764622ca8c668169545022c77396133f08e501?cid=6f011d3377f54821bb6607c002103317,2007-03-17,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.41,0.633,-6.989,0.0378,0.513,0,0.116,0.344,101.461,0,1,397027,56.0
105,4kpm50ItxF6iFUATTyQdOR,O Meri Jaan,6qMB7GsJd7L8sqEvQGWQl6,https://p.scdn.co/mp3-preview/de5f12aaa55940ab26c691550fbb12da9b2143a6?cid=6f011d3377f54821bb6607c002103317,2007-03-17,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.53,0.796,-6.548,0.0314,0.169,2.87e-05,0.157,0.547,150.009,7,1,305600,49.0
106,4kpm50ItxF6iFUATTyQdOR,Baatein Kuch Ankahee,5arambGXhSW6TZUR9L0tSw,https://p.scdn.co/mp3-preview/cb2fdda1a0467c36d309e5fcc27b787a224268f7?cid=6f011d3377f54821bb6607c002103317,2007-03-17,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.658,0.536,-7.605,0.0277,0.156,2.8e-06,0.176,0.237,121.957,0,1,275413,53.0
107,4kpm50ItxF6iFUATTyQdOR,Aas Paas Khuda,3kuxr8U3QynLzyW82p5hYR,https://p.scdn.co/mp3-preview/8e609136c82f3cef1376a39999fc6fdb99cbe98c?cid=6f011d3377f54821bb6607c002103317,2010-08-19,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.556,0.706,-5.709,0.0336,0.335,1.8e-06,0.137,0.726,80.008,5,1,319116,61.0
108,4kpm50ItxF6iFUATTyQdOR,Ishq Bulaava,1fkjRQA8wXPPyxqYLbxuqy,https://p.scdn.co/mp3-preview/89082fbe7ed5bed7c6d1ec4991346a373124399d?cid=6f011d3377f54821bb6607c002103317,2014-01-05,"['desi pop', 'filmi', 'modern bollywood']",0.579,0.713,-7.334,0.0318,0.617,3.33e-05,0.118,0.635,159.915,7,1,303640,60.0
109,4kpm50ItxF6iFUATTyQdOR,Zehnaseeb,3xF15SqY32Mno3UUMBirhU,https://p.scdn.co/mp3-preview/79e7215c5cf21aab209b75a64dbca8ed201d8436?cid=6f011d3377f54821bb6607c002103317,2014-01-05,"['desi pop', 'filmi', 'modern bollywood']",0.623,0.595,-6.342,0.0331,0.361,0.000136,0.353,0.418,78.029,7,1,217440,60.0
110,4kpm50ItxF6iFUATTyQdOR,Maana Ke Hum Yaar Nahin,1O3WfEwaSpsgZ6tw8jNT8I,https://p.scdn.co/mp3-preview/6e27b0d16a1576b115a555aaf25c1c5cd99ccca8?cid=6f011d3377f54821bb6607c002103317,2017-04-25,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']",0.537,0.367,-9.362,0.0241,0.815,0,0.132,0.348,90.953,8,1,264614,61.0
111,4kpm50ItxF6iFUATTyQdOR,Tere Bin Nahi Laage (Male Version),3u947zydbp5jVgVNlaRgv4,https://p.scdn.co/mp3-preview/9645f3503f06138eaf0e32e0ddd327b84c0803a8?cid=6f011d3377f54821bb6607c002103317,2015-03-10,['pakistani pop'],0.294,0.577,-5.952,0.0298,0.623,0,0.16,0.429,83.171,6,1,222397,56.0
112,4kpm50ItxF6iFUATTyQdOR,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",1awtp7rf6ajhGY9BgzCHeZ,https://p.scdn.co/mp3-preview/8d755ca2c745612673caeb60b22ba297341f6a3e?cid=6f011d3377f54821bb6607c002103317,2016-10-07,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",0.523,0.557,-7.799,0.0293,0.813,0.000581,0.0958,0.196,111.766,7,1,374205,66.0
113,4kpm50ItxF6iFUATTyQdOR,Mera Mann Kehne Laga,1ai3itvPFcWilE9NX0JTCf,https://p.scdn.co/mp3-preview/1296689a3186b3cf7e203b101cdbb5f327fc1af0?cid=6f011d3377f54821bb6607c002103317,2017-09-12,[unknown],0.46,0.444,-6.217,0.123,0.714,2.65e-05,0.0881,0.7,74.977,7,1,227335,58.0
114,4kpm50ItxF6iFUATTyQdOR,"Itni Si Baat Hain (From ""Azhar"")",4OEBP1iwGmLtcM8UKRLm80,https://p.scdn.co/mp3-preview/87006e6628604c7e71c53f9724a4465c11ae649e?cid=6f011d3377f54821bb6607c002103317,2020-05-19,"['desi pop', 'filmi', 'modern bollywood']",0.56,0.768,-4.77,0.0655,0.494,0,0.0844,0.289,155.765,2,1,294847,58.0
115,4kpm50ItxF6iFUATTyQdOR,"Soniyo (From ""RAAZ - The Mystery Continues"")",71TviT2jdZnp2758ljwREX,https://p.scdn.co/mp3-preview/1f4b2b132b8162b5bd5f6111b95faec76095a24a?cid=6f011d3377f54821bb6607c002103317,2011-12-16,['modern bollywood'],0.637,0.591,-6.117,0.0342,0.504,3.29e-06,0.135,0.48,119.956,9,1,328440,46.0
116,4kpm50ItxF6iFUATTyQdOR,Raabta,6FjbAnaPRPwiP3sciEYctO,https://p.scdn.co/mp3-preview/90aabdc81ddaa8614687463e2ec06bcb443471e0?cid=6f011d3377f54821bb6607c002103317,2012-02-24,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.657,0.581,-8.108,0.0298,0.699,1.82e-05,0.116,0.323,118.037,0,1,243578,68.0
117,4kpm50ItxF6iFUATTyQdOR,Kaise Bataaoon,2jMsqX0TfKTi24dZSSPjbo,https://p.scdn.co/mp3-preview/532c7c9968d24501c40ab6eb6999491e8abbb77b?cid=6f011d3377f54821bb6607c002103317,2013-02-25,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.67,0.502,-7.155,0.0534,0.698,3.51e-06,0.104,0.386,107.495,11,1,281611,54.0
118,4kpm50ItxF6iFUATTyQdOR,Tum Jo Aaye,2iZeKe5avjtKVmjfSFkpxd,https://p.scdn.co/mp3-preview/642f0bbfeaaae478ae49596974e9a49ea6602702?cid=6f011d3377f54821bb6607c002103317,2010-06-29,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.574,0.841,-4.449,0.0948,0.399,1e-06,0.205,0.927,83.706,4,1,286444,62.0
119,4kpm50ItxF6iFUATTyQdOR,Bhare Naina,2UsYQNgpG5tjcDoq8Yg0Nl,https://p.scdn.co/mp3-preview/f44e480d1714b8d9aaefcf4f820fe6544a371e48?cid=6f011d3377f54821bb6607c002103317,2011-09-16,"['filmi', 'modern bollywood']",0.399,0.488,-6.984,0.0465,0.148,0.000641,0.152,0.543,147.21,1,0,360792,54.0
120,4kpm50ItxF6iFUATTyQdOR,Ye Tune Kya Kiya,2cPUB8EOT6AfJ8oxhyoNXL,https://p.scdn.co/mp3-preview/eac6f0a76df20eb513720eecbda56e013f9b22d4?cid=6f011d3377f54821bb6607c002103317,2013-07-22,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.578,0.798,-6.01,0.0699,0.58,0,0.111,0.728,91.96,7,1,314240,67.0
121,4kpm50ItxF6iFUATTyQdOR,Maine Khud Ko,05REArTDZQd59A9Y4XC0Aq,https://p.scdn.co/mp3-preview/ca51707b0392ca3a5bbff32d389f2821cdd13d0e?cid=6f011d3377f54821bb6607c002103317,2014-02-28,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop']",0.648,0.52,-8.543,0.0249,0.674,0.00129,0.0821,0.492,102.975,7,1,329072,53.0
122,4kpm50ItxF6iFUATTyQdOR,Jab Koi Baat - Recreated,43GfQ1SC17rBWiHkOtdwK8,https://p.scdn.co/mp3-preview/fd9c02bd7a2800289859bf7f18452cd05e2228ee?cid=6f011d3377f54821bb6607c002103317,2018-02-09,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.667,0.621,-5.697,0.0271,0.47,4.15e-05,0.13,0.451,106.032,5,1,192229,71.0
123,4kpm50ItxF6iFUATTyQdOR,"Tera Chehra (From ""Sanam Teri Kasam"")",1xAJ4QDwQbBuaTxv9kBnrt,https://p.scdn.co/mp3-preview/830a7a7bd88b6f093b7cee6370c843eddcd07614?cid=6f011d3377f54821bb6607c002103317,2016-01-07,"['desi pop', 'filmi', 'modern bollywood']",0.706,0.714,-4.143,0.0311,0.441,2.96e-06,0.0919,0.228,118.972,1,1,274000,61.0
124,4kpm50ItxF6iFUATTyQdOR,Darmiyaan,163jamCc6vC1HQKpbu2jxC,https://p.scdn.co/mp3-preview/fbc2b264775d291e17484643af2798f508c06752?cid=6f011d3377f54821bb6607c002103317,2012-01-18,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop', 'sufi']",0.569,0.45,-9.732,0.03,0.671,0.000334,0.0907,0.423,143.847,7,1,353501,57.0
125,4kpm50ItxF6iFUATTyQdOR,"Saware (From ""Phantom"")",2y0hUGvHaKm2p5xmJF4HBe,https://p.scdn.co/mp3-preview/411d364492ba45614366c8c249d159b39b7c6c61?cid=6f011d3377f54821bb6607c002103317,2020-05-19,"['desi pop', 'filmi', 'modern bollywood']",0.499,0.683,-6.373,0.0334,0.703,0.00161,0.0749,0.295,134.95,6,0,321613,55.0
126,4kpm50ItxF6iFUATTyQdOR,Tay Hai,7cLL8r2zejJqJJrpkybCiM,https://p.scdn.co/mp3-preview/d74da7831a9eb36f39a8feaea3f68254da5a402a?cid=6f011d3377f54821bb6607c002103317,2016-07-15,"['desi pop', 'filmi', 'modern bollywood']",0.398,0.292,-12.256,0.041,0.898,1.49e-05,0.112,0.154,127.339,0,1,227840,58.0
127,4kpm50ItxF6iFUATTyQdOR,Tere Binaa,1DsQyEshUaan0BBb7fUQHr,https://p.scdn.co/mp3-preview/ed1ac4c0bde4a8898e0e26be397d027c7cac1e56?cid=6f011d3377f54821bb6607c002103317,2014-04-21,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop']",0.42,0.342,-7.105,0.0326,0.815,0,0.139,0.326,150.082,10,1,203180,57.0
128,4kpm50ItxF6iFUATTyQdOR,Kaise Mujhe,5dJ02bXM7hZYWFO2YMWHKs,https://p.scdn.co/mp3-preview/17aa71e14fef7122215c3dd428a6ce665fe98c5f?cid=6f011d3377f54821bb6607c002103317,2017-12-05,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.59,0.414,-12.391,0.0346,0.781,0.000522,0.146,0.292,82.002,10,1,343742,51.0
129,4kpm50ItxF6iFUATTyQdOR,Aye Khuda,1vgVsR5rkXGP4NmUcoroJH,https://p.scdn.co/mp3-preview/4e80dd4eaed0607de9a4b58a6fa2afb708909788?cid=6f011d3377f54821bb6607c002103317,2010-03-15,['modern bollywood'],0.656,0.762,-6.328,0.0315,0.549,0,0.139,0.558,110.002,9,1,280497,55.0
130,4kpm50ItxF6iFUATTyQdOR,Tujhe Bhula Diya,4r8JqkhpTb5tzSKKHnVJIJ,https://p.scdn.co/mp3-preview/dd7d1fb6265f665143bd948b9cf7681b81f93ad6?cid=6f011d3377f54821bb6607c002103317,2010-08-19,"['desi pop', 'filmi', 'modern bollywood']",0.644,0.423,-8.702,0.0324,0.464,0,0.11,0.509,131.903,11,0,279429,67.0
131,4kpm50ItxF6iFUATTyQdOR,"Sapna Jahan (From ""Brothers"")",6uQkoo1UGWThtEpNEYc6Ga,https://p.scdn.co/mp3-preview/c0361bdf8ce42d1def4556fd7d7d6c89319f65bc?cid=6f011d3377f54821bb6607c002103317,2015-07-24,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.471,0.329,-11.958,0.0312,0.78,0.0021,0.117,0.144,126.107,0,0,341780,59.0
132,4kpm50ItxF6iFUATTyQdOR,Jaan Ban Gaye,30CDYWqqitNHUa0DGaUeIE,https://p.scdn.co/mp3-preview/d265a584ad0ffe6447c86482e250eaaefe75acc6?cid=6f011d3377f54821bb6607c002103317,2020-07-29,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",0.537,0.419,-11.585,0.0414,0.76,1.07e-05,0.107,0.292,132.261,11,1,211674,68.0
133,4kpm50ItxF6iFUATTyQdOR,Tu Chahiye,3aaiAWCet6sbfOfLSn3g7i,https://p.scdn.co/mp3-preview/686e53d2b41cda814461fec53179a89d3cb5a57e?cid=6f011d3377f54821bb6607c002103317,2015-07-07,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.565,0.744,-5.817,0.0446,0.403,0,0.0853,0.415,134.068,7,1,272680,57.0
