SL,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
261,4kpm50ItxF6iFUATTyQdOR,Ek Tarfa,64r6z0P3RnhpTGdkA7p5Os,https://p.scdn.co/mp3-preview/cb09f1f8ebfe924fe4391ac2deec67d92b4c23f6?cid=6f011d3377f54821bb6607c002103317,2020-07-16,"['desi pop', 'gujarati pop', 'modern bollywood']",0.48,0.615,-6.006,0.0328,0.547,0,0.139,0.33,79.948,2,0,234375,68.0
262,4kpm50ItxF6iFUATTyQdOR,Mera Ishq,4V3cJ5XpLkfOWi2G2WOn7A,https://p.scdn.co/mp3-preview/22092025ea072f0399312e1f05ffbe2cabcf9f74?cid=6f011d3377f54821bb6607c002103317,2016-10-26,"['desi pop', 'filmi', 'modern bollywood']",0.441,0.843,-4.115,0.0562,0.0138,0,0.147,0.338,83.932,5,1,250195,26.0
263,4kpm50ItxF6iFUATTyQdOR,Mera Mann Kehne Laga,1niVgR76UPobOED5cXfADq,https://p.scdn.co/mp3-preview/1296689a3186b3cf7e203b101cdbb5f327fc1af0?cid=6f011d3377f54821bb6607c002103317,2013-02-25,['pakistani pop'],0.46,0.444,-6.217,0.123,0.714,2.65e-05,0.0881,0.7,74.977,7,1,227335,59.0
264,4kpm50ItxF6iFUATTyQdOR,Jiyein Kyun,0up9rhm9qt2LW7cnoDFCMk,https://p.scdn.co/mp3-preview/3cbfdcf21cfad7269eaf62ca5e6a13d1f1e43f72?cid=6f011d3377f54821bb6607c002103317,2011-03-15,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.393,0.609,-5.954,0.0415,0.0558,2.22e-06,0.107,0.347,71.377,4,1,264963,62.0
265,4kpm50ItxF6iFUATTyQdOR,Humdard,1OEmd2iXU8pWG7CrKNpGUg,https://p.scdn.co/mp3-preview/0501d43ff072b184ed46f84667f1be43c5901a86?cid=6f011d3377f54821bb6607c002103317,2014-05-28,"['desi pop', 'filmi', 'modern bollywood']",0.572,0.541,-6.45,0.0245,0.759,0,0.111,0.266,87.01,5,1,260590,67.0
266,4kpm50ItxF6iFUATTyQdOR,Humsafar,6TFESXMfJJWwccviaxGAMa,https://p.scdn.co/mp3-preview/33467bb5285756c7aa85073f3df69981869d6582?cid=6f011d3377f54821bb6607c002103317,2017-02-14,"['desi pop', 'modern bollywood']",0.319,0.552,-6.401,0.0307,0.719,0,0.144,0.221,93.991,7,1,268463,64.0
267,4kpm50ItxF6iFUATTyQdOR,Laal Ishq,3kjSTFS1tCx3eIRjnYWe5a,https://p.scdn.co/mp3-preview/aef00b5db57cc3a465719e7e845e43930f383893?cid=6f011d3377f54821bb6607c002103317,2013-10-15,"['desi pop', 'filmi', 'modern bollywood']",0.512,0.67,-5.792,0.027,0.034,0,0.309,0.446,105.957,3,1,387170,58.0
268,4kpm50ItxF6iFUATTyQdOR,"Aayat (From ""Bajirao Mastani)",3nO36g0IGLx6HipK45ExAo,https://p.scdn.co/mp3-preview/1742ec3661a055c662860e251914caacee340dc2?cid=6f011d3377f54821bb6607c002103317,2015-11-25,"['desi pop', 'filmi', 'modern bollywood']",0.391,0.644,-6.97,0.0366,0.269,0,0.0976,0.439,184.105,6,0,261996,61.0
269,4kpm50ItxF6iFUATTyQdOR,"Khamoshiyan (From ""Khamoshiyan"")",5Gy67YHzPZTk9Q0D73LAGH,https://p.scdn.co/mp3-preview/365533defccbcda4369a5d647f7d54b04486c7e0?cid=6f011d3377f54821bb6607c002103317,2014-12-29,"['desi pop', 'filmi', 'modern bollywood']",0.524,0.52,-6.838,0.0272,0.643,0,0.158,0.259,143.885,2,0,335710,61.0
270,4kpm50ItxF6iFUATTyQdOR,"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male",6CV2iSJV2W6yAITDxSSes3,https://p.scdn.co/mp3-preview/690ede4823656cfa4f7e5a0368e74de5964d8147?cid=6f011d3377f54821bb6607c002103317,2015-06-11,"['desi pop', 'filmi', 'modern bollywood']",0.558,0.506,-6.761,0.0236,0.704,3.05e-06,0.0896,0.358,90.001,1,0,289013,55.0
271,4kpm50ItxF6iFUATTyQdOR,Hamari Adhuri Kahani (Title Track),3HiobOOpSpMsi95WBKPBYk,https://p.scdn.co/mp3-preview/8f9cf37d716d77069622567b49d927c9842d7d57?cid=6f011d3377f54821bb6607c002103317,2015-05-21,"['desi pop', 'filmi', 'modern bollywood']",0.223,0.359,-7.569,0.0312,0.845,0,0.133,0.193,73.059,0,1,398799,68.0
272,4kpm50ItxF6iFUATTyQdOR,Muskurane - Romantic,6fW78cd0p3ZDUzoqvx2Xqe,https://p.scdn.co/mp3-preview/f22482350cbf8415f95d0334214bfc1321a506f4?cid=6f011d3377f54821bb6607c002103317,2014-05-12,"['desi pop', 'filmi', 'modern bollywood']",0.567,0.577,-6.197,0.0264,0.628,0,0.132,0.217,101.99,11,0,334331,59.0
273,4kpm50ItxF6iFUATTyQdOR,Gerua,7iLA6PQeQWRjLDHOJgGpj5,https://p.scdn.co/mp3-preview/6b08558f277de40588d69f2d9e85c1b0b1268231?cid=6f011d3377f54821bb6607c002103317,2015-11-17,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.371,0.668,-7.269,0.0497,0.636,2e-06,0.294,0.403,87.458,11,0,345559,59.0
274,4kpm50ItxF6iFUATTyQdOR,"Ek Dil Ek Jaan (From ""Padmaavat"")",0M9UxL5CebtmlijPMH6KfW,https://p.scdn.co/mp3-preview/ed904e1a0fd52cf8518f69e57925cb5efa1beac6?cid=6f011d3377f54821bb6607c002103317,2017-11-11,['modern bollywood'],0.528,0.664,-7.262,0.0377,0.226,0,0.121,0.109,97.893,2,1,219870,52.0
275,4kpm50ItxF6iFUATTyQdOR,Saawali Si Raat,4I5Xcdu5Hnki1aP0Uxbs4n,https://p.scdn.co/mp3-preview/a9f4a4a82c51ebb672fc820306e404b0a561a80e?cid=6f011d3377f54821bb6607c002103317,2012-06-24,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.485,0.291,-15.485,0.04,0.616,0.000345,0.238,0.195,139.859,9,1,308253,54.0
276,4kpm50ItxF6iFUATTyQdOR,Pashmina,12Ud5p81gFX8feLUGpewfV,https://p.scdn.co/mp3-preview/4670e3cd52a3ed4a9867d6cbbb84890e9acd3e11?cid=6f011d3377f54821bb6607c002103317,2018-05-15,"['desi pop', 'filmi', 'modern bollywood']",0.46,0.384,-7.931,0.0313,0.706,0.000773,0.146,0.302,79.877,0,1,283111,54.0
277,4kpm50ItxF6iFUATTyQdOR,Theher Ja,00juIvfvPtZ0CfAMwEkHaV,https://p.scdn.co/mp3-preview/6a24a381eb127e9908f6e59d47e9bbbeff814b43?cid=6f011d3377f54821bb6607c002103317,2018-03-28,['modern bollywood'],0.662,0.31,-14.111,0.0347,0.833,0.861,0.108,0.212,117.965,1,0,161771,55.0
278,4kpm50ItxF6iFUATTyQdOR,Naina,0Yld4eVEV6rBvpijVU2s6l,https://p.scdn.co/mp3-preview/534433be09560f3876589e986fc628de0c4b4b30?cid=6f011d3377f54821bb6607c002103317,2016-12-14,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.501,0.445,-8.432,0.0337,0.772,0,0.117,0.388,80.086,6,1,225750,64.0
279,4kpm50ItxF6iFUATTyQdOR,Zindagi Kuch Toh Bata (Reprise),6TGX01ExmdHyOG72fqUU3Q,https://p.scdn.co/mp3-preview/3b96e9d7b304b63be5c00acc63f81973bd4d868f?cid=6f011d3377f54821bb6607c002103317,2015-07-07,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.528,0.615,-7.118,0.0372,0.491,0.000111,0.104,0.225,123.988,5,1,258879,65.0
280,4kpm50ItxF6iFUATTyQdOR,"Ek Tukda Dhoop (From ""Thappad"")",50Emj7dvfU5NTCQsS7ECJ7,https://p.scdn.co/mp3-preview/f3c940cb7040bc5a9543fd0acca22c65164b140c?cid=6f011d3377f54821bb6607c002103317,2020-02-05,"['indian indie', 'indian singer-songwriter']",0.522,0.421,-7.976,0.0275,0.73,8.16e-05,0.19,0.203,107.926,0,1,325822,51.0
281,4kpm50ItxF6iFUATTyQdOR,Manchala,3zAXHUL5YcYOA41rruvjy4,https://p.scdn.co/mp3-preview/eb6b0846fee4ab566821b70f617668aaf8de4800?cid=6f011d3377f54821bb6607c002103317,2014-01-05,"['desi pop', 'filmi', 'modern bollywood']",0.365,0.649,-5.295,0.0408,0.151,0,0.121,0.453,78.398,11,0,227507,55.0
282,4kpm50ItxF6iFUATTyQdOR,"Bolna (From ""Kapoor & Sons (Since 1921)"")",3GrCQPpKqKzOcKfMAoqn82,https://p.scdn.co/mp3-preview/59ecfff3c1a90bba18d2786895daa15bf13ca15f?cid=6f011d3377f54821bb6607c002103317,2016-03-04,"['desi pop', 'modern bollywood']",0.488,0.403,-7.005,0.0272,0.598,4.28e-06,0.434,0.497,131.489,5,1,212832,64.0
283,4kpm50ItxF6iFUATTyQdOR,"Thats All I Really Wanna Do (From ""Teri Meri Kahaani"")",2q9MWwxSZHVS8c750Vrara,https://p.scdn.co/mp3-preview/dd41aadd43553557fd807003fe599d91140732d2?cid=6f011d3377f54821bb6607c002103317,2012-05-18,"['desi pop', 'filmi', 'modern bollywood']",0.587,0.813,-3.458,0.0621,0.291,6.99e-05,0.0931,0.747,170.012,7,1,241813,49.0
284,4kpm50ItxF6iFUATTyQdOR,Tainu Leke,34wsgkPMRk3xIfHdwtezbf,https://p.scdn.co/mp3-preview/c00a102a4226ee183d9b4c7c90dbdfec2b894bc9?cid=6f011d3377f54821bb6607c002103317,2007-07-12,"['desi pop', 'filmi', 'modern bollywood']",0.796,0.94,-6.858,0.0804,0.17,0.000168,0.249,0.699,117.008,7,1,273578,57.0
285,4kpm50ItxF6iFUATTyQdOR,Ab To Forever,3gLf7ctpqnklhoQfeveBw0,https://p.scdn.co/mp3-preview/fb4d2b7c6e81af5c35bac95fa478b8a82190e5ee?cid=6f011d3377f54821bb6607c002103317,2007-04-03,"['desi pop', 'filmi', 'modern bollywood']",0.836,0.915,-5.745,0.0445,0.201,0.00113,0.0389,0.792,109.03,6,0,301714,53.0
286,4kpm50ItxF6iFUATTyQdOR,Love Mera Hit Hit,2VgbvKdaSOXWByBKYgBsEc,https://p.scdn.co/mp3-preview/eb95381874b541036c9a1724737cf867e2c25000?cid=6f011d3377f54821bb6607c002103317,2009-01-05,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.825,0.944,-4.98,0.0382,0.0871,0.0102,0.345,0.919,104.844,0,1,286035,54.0
287,4kpm50ItxF6iFUATTyQdOR,Raanjhanaa,5OMUXgfXsSukZ0zxelpC3b,https://p.scdn.co/mp3-preview/9d3bfbb9d75c531859cf0520e0f86d9a2a67a128?cid=6f011d3377f54821bb6607c002103317,2013-05-31,"['desi pop', 'filmi', 'modern bollywood']",0.673,0.714,-8.042,0.039,0.111,0,0.0858,0.78,112.941,9,1,254653,66.0
288,4kpm50ItxF6iFUATTyQdOR,Tum Tak,1wnozUBSe7OMpmZiTPJC5j,https://p.scdn.co/mp3-preview/0bfffe84a7799f9a16b7a9b2f61d197ef7315591?cid=6f011d3377f54821bb6607c002103317,2013-05-31,"['desi pop', 'filmi', 'modern bollywood']",0.72,0.621,-9.773,0.0491,0.676,0,0.0679,0.566,114.987,2,1,304467,65.0
289,4kpm50ItxF6iFUATTyQdOR,Mere Liye,5S1102uVOmaQhwKcKGtLmO,https://p.scdn.co/mp3-preview/b5a4356b52565ff5c00f63a713482fd81dff5535?cid=6f011d3377f54821bb6607c002103317,2021-05-27,"['desi pop', 'modern bollywood']",0.363,0.662,-5.88,0.0377,0.573,0,0.35,0.301,178.213,1,0,293176,66.0
290,4kpm50ItxF6iFUATTyQdOR,Girl I Need You,1XIdLjLOIYCGtobNIXMwYS,https://p.scdn.co/mp3-preview/cbb88cc88559274d3204c23b9e24f9464933b4db?cid=6f011d3377f54821bb6607c002103317,2016-04-09,"['desi pop', 'filmi', 'modern bollywood']",0.647,0.537,-7.486,0.0258,0.368,0,0.213,0.185,131.927,0,1,297752,59.0
291,4kpm50ItxF6iFUATTyQdOR,Sab Tera,5uUEytfFSWfTzu5EqZxQju,https://p.scdn.co/mp3-preview/91c105a2a88868c5dab6c37435f4b85fd755b0c8?cid=6f011d3377f54821bb6607c002103317,2016-04-09,"['desi pop', 'filmi', 'modern bollywood']",0.505,0.642,-5.864,0.0339,0.643,0,0.151,0.427,159.775,7,1,228117,56.0
292,4kpm50ItxF6iFUATTyQdOR,Cham Cham,6GVv6Zn0zfN36sKDJY1axO,https://p.scdn.co/mp3-preview/bb8cf9117a1427a51ad6825787e55a30cd9330a6?cid=6f011d3377f54821bb6607c002103317,2016-04-09,"['desi pop', 'filmi', 'modern bollywood']",0.757,0.67,-6.414,0.102,0.345,0,0.187,0.524,120.009,10,1,261480,49.0
293,4kpm50ItxF6iFUATTyQdOR,Tum Hi Ho,56zZ48jdyY2oDXHVnwg5Di,https://p.scdn.co/mp3-preview/845a94d166a85030d657cb05465525c545ad2d46?cid=6f011d3377f54821bb6607c002103317,2013-04-06,"['desi pop', 'filmi', 'modern bollywood']",0.528,0.449,-6.25,0.025,0.785,0,0.122,0.317,94.058,5,0,261974,70.0
294,4kpm50ItxF6iFUATTyQdOR,Hum Mar Jayenge,55eUtE9v3uatR0y0NijM6N,https://p.scdn.co/mp3-preview/65a71ed7163c811ef0c28c6ead16bc1b57539acc?cid=6f011d3377f54821bb6607c002103317,2013-04-06,"['desi pop', 'filmi', 'modern bollywood']",0.568,0.508,-7.553,0.0333,0.737,0,0.103,0.685,86.03,9,1,306512,59.0
295,4kpm50ItxF6iFUATTyQdOR,"Chal Wahan Jaate Hain (From ""Chal Wahan Jaate Hain"")",6qElTDh0OatDTUoROu0vup,https://p.scdn.co/mp3-preview/dd2b3f6d74e8ff4de8065bfb856056a590a50e6e?cid=6f011d3377f54821bb6607c002103317,2019-05-22,"['desi pop', 'filmi', 'modern bollywood']",0.51,0.612,-7.629,0.0372,0.412,1.58e-05,0.156,0.193,150.041,7,0,326121,54.0
296,4kpm50ItxF6iFUATTyQdOR,Jaan 'Nisaar (Arijit),6pzlnyHTVYi5FOmrgOmC95,https://p.scdn.co/mp3-preview/8c67718c7c3a8507f915e8abeffc9b9a02f76a76?cid=6f011d3377f54821bb6607c002103317,2018-11-27,"['desi pop', 'filmi', 'modern bollywood']",0.481,0.392,-8.2,0.0246,0.478,0,0.122,0.257,91.796,4,1,238370,69.0
297,4kpm50ItxF6iFUATTyQdOR,Aaoge Jab Tum,3fWMFwaJil8fD14JCgwbcL,https://p.scdn.co/mp3-preview/1dbf6b5b1cf2727e9ee4a8ad18a17b40abd70220?cid=6f011d3377f54821bb6607c002103317,2007-09-21,"['ghazal', 'hindustani classical', 'hindustani vocal', 'indian classical', 'khayal']",0.645,0.459,-9.484,0.0296,0.185,0,0.132,0.379,119.987,6,1,355066,62.0
298,4kpm50ItxF6iFUATTyQdOR,Tere Ho Ke Rahenge,1rswWscsWpE3XFG79uNTDF,https://p.scdn.co/mp3-preview/37a0f47c6c9e905007c1d369157fa2325e14c0a1?cid=6f011d3377f54821bb6607c002103317,2014-07-25,"['desi pop', 'filmi', 'modern bollywood']",0.719,0.689,-4.467,0.0294,0.0902,0.000425,0.105,0.435,115.962,10,0,243684,48.0
299,4kpm50ItxF6iFUATTyQdOR,Teri Jhuki Nazar - Film Version,0NXX5V4pbUKF9g319TYy2A,https://p.scdn.co/mp3-preview/7394a5474a345cbf55403aa8455b605057a81bb5?cid=6f011d3377f54821bb6607c002103317,2013-02-01,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'pakistani pop', 'sufi']",0.409,0.794,-3.67,0.038,0.681,0,0.249,0.307,124.455,11,1,278093,41.0
300,4kpm50ItxF6iFUATTyQdOR,"Yahi Hota Pyaar (From ""Namastey London"")",759KVYocSBXI5cbDBLgsNy,https://p.scdn.co/mp3-preview/ed19f413119d546c9e61c7aa00275b9af40a4c91?cid=6f011d3377f54821bb6607c002103317,2007,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",0.709,0.688,-9.096,0.0386,0.592,0.000665,0.129,0.607,107.994,2,1,383613,49.0
301,4kpm50ItxF6iFUATTyQdOR,Sau Dard,4fSMSedkuqHoWD20H4Wog1,https://p.scdn.co/mp3-preview/6a80a723602e7cde83a975e2eba8331163a3bea6?cid=6f011d3377f54821bb6607c002103317,2006-09-08,"['desi pop', 'filmi', 'modern bollywood']",0.239,0.506,-9.442,0.0332,0.518,0.000457,0.195,0.387,83.334,10,1,345453,49.0
302,4kpm50ItxF6iFUATTyQdOR,"Baras Baras (From ""Durgamati - The Myth"")",1Qm1fTU7WTJ6LD076ntftt,https://p.scdn.co/mp3-preview/b78d3c3f0d2ab52121841e839d18d1c159321d39?cid=6f011d3377f54821bb6607c002103317,2020-11-28,"['desi pop', 'punjabi pop']",0.493,0.402,-6.629,0.0309,0.619,0,0.0629,0.431,155.57,2,1,200155,52.0
303,4kpm50ItxF6iFUATTyQdOR,Roke Na Ruke Naina,2k7RoJQR0mi8WVWK0Och93,https://p.scdn.co/mp3-preview/318a68abf53b074f087ab05ef5f9d43111fd0a90?cid=6f011d3377f54821bb6607c002103317,2017-02-14,"['desi pop', 'filmi', 'modern bollywood']",0.503,0.381,-9.31,0.0283,0.722,1.15e-05,0.154,0.263,80.658,9,1,278402,57.0
304,4kpm50ItxF6iFUATTyQdOR,Kaise Hua,5w0Xpt2YHT2Y3z3e4UUJP7,https://p.scdn.co/mp3-preview/14cbcb4b4e8b576ab794a238b85d45b7c32171b6?cid=6f011d3377f54821bb6607c002103317,2019-06-14,"['desi pop', 'modern bollywood']",0.37,0.467,-6.973,0.0411,0.442,0,0.109,0.162,137.796,2,1,234722,69.0
305,4kpm50ItxF6iFUATTyQdOR,Love Me Thoda Aur,3cGMTR0B5zA3zQsVJjddtQ,https://p.scdn.co/mp3-preview/589ecd4014076e3b00ad1f8278ff1c2ebdd9f174?cid=6f011d3377f54821bb6607c002103317,2013-12-09,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.53,0.557,-6.373,0.031,0.648,0.00029,0.123,0.359,86.983,7,1,265811,56.0
306,4kpm50ItxF6iFUATTyQdOR,Enna Sona,6bdpj89aYEBjhpsenXAsmO,https://p.scdn.co/mp3-preview/f9b420faee17e1e6996547f838fae840dc2c6a6d?cid=6f011d3377f54821bb6607c002103317,2017-01-04,"['desi pop', 'filmi', 'modern bollywood']",0.717,0.416,-9.875,0.0303,0.635,1.43e-06,0.0976,0.381,100.026,7,0,213632,69.0
307,4kpm50ItxF6iFUATTyQdOR,Tu Hai Ki Nahi,4brSaQIT3bnnE41D042fgL,https://p.scdn.co/mp3-preview/a191cf328c18f472e5b6315a0d7e182a39b6f2a5?cid=6f011d3377f54821bb6607c002103317,2015-01-09,"['desi pop', 'filmi', 'modern bollywood']",0.535,0.754,-4.77,0.0562,0.458,1.6e-06,0.302,0.435,143.862,10,0,333922,63.0
308,4kpm50ItxF6iFUATTyQdOR,Darasal,3OZLwCFeWOCFHTlIIrwzmO,https://p.scdn.co/mp3-preview/2f7fb3e20dab9852123fdd689f7ff41d4e26ff75?cid=6f011d3377f54821bb6607c002103317,2017-06-03,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.705,0.422,-7.375,0.0299,0.793,0,0.0895,0.484,117.949,0,1,274354,65.0
309,4kpm50ItxF6iFUATTyQdOR,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,2n9ylYiF7urpXo36qBwr3g,https://p.scdn.co/mp3-preview/3726267eba403d476b50ca523cd5bd43b93d1c38?cid=6f011d3377f54821bb6607c002103317,2018-12-20,"['desi pop', 'modern bollywood']",0.601,0.733,-5.987,0.0362,0.333,1.73e-06,0.406,0.375,94.017,6,0,200828,63.0
310,4kpm50ItxF6iFUATTyQdOR,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",2Fv2injs4qAm8mJBGaxVKU,https://p.scdn.co/mp3-preview/e5dbd98555a85f8704f861dfcf122333f183f562?cid=6f011d3377f54821bb6607c002103317,2019-05-31,"['desi pop', 'filmi', 'modern bollywood']",0.427,0.396,-7.556,0.0366,0.736,0,0.11,0.306,70.368,11,1,284780,71.0
311,4kpm50ItxF6iFUATTyQdOR,Samjhawan,4LO5DjN6Tp3UkUvgESuy2t,https://p.scdn.co/mp3-preview/c1f10ab622da6ca9279a4c35fc2498e39a457c56?cid=6f011d3377f54821bb6607c002103317,2014-06-19,"['classic pakistani pop', 'pakistani pop']",0.65,0.482,-8.667,0.0281,0.293,0,0.0811,0.517,106.994,4,1,269185,63.0
312,4kpm50ItxF6iFUATTyQdOR,Afreen Afreen,4tTfuSruVfIbN1PgpgmTee,None,2016-09-26,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']",0.487,0.557,-4.525,0.0376,0.71,0,0.121,0.514,114.473,8,1,400000,56.0
313,4kpm50ItxF6iFUATTyQdOR,"Aaina (From ""The Body"")",3LfFESJLgjy0BrP1DwRtHA,https://p.scdn.co/mp3-preview/bbd9535b8abd7895315e7a15b39cb51969b85d6d?cid=6f011d3377f54821bb6607c002103317,2019-11-18,"['desi pop', 'filmi', 'modern bollywood']",0.509,0.439,-6.571,0.031,0.513,0,0.169,0.367,111.298,6,1,252587,37.0
314,4kpm50ItxF6iFUATTyQdOR,Afeemi,4jpibRkVyl2p8l0pqRbdMa,https://p.scdn.co/mp3-preview/080eb5260aabbebc0684897d14a44ba086e8dff9?cid=6f011d3377f54821bb6607c002103317,2017-04-25,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']",0.587,0.452,-8.52,0.0462,0.786,0,0.129,0.548,87.984,7,1,249692,49.0
315,4kpm50ItxF6iFUATTyQdOR,Dil Diyan Gallan,5MnAi6ZF7cE8pAz7wYr9Ta,https://p.scdn.co/mp3-preview/181184757b320a11836594971427d75712821c69?cid=6f011d3377f54821bb6607c002103317,2017-12-12,"['desi pop', 'filmi', 'modern bollywood']",0.716,0.64,-8.726,0.025,0.565,0.00139,0.127,0.485,105.012,2,1,260537,69.0
316,4kpm50ItxF6iFUATTyQdOR,Subhanallah,0GQngE2rOYvlKwEQjTAsP8,https://p.scdn.co/mp3-preview/8e366457fb4a90357153310bc82fd7506695703a?cid=6f011d3377f54821bb6607c002103317,2013-03-30,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.302,0.493,-5.038,0.0451,0.455,0,0.134,0.457,88.904,9,1,249707,68.0
317,4kpm50ItxF6iFUATTyQdOR,O Saathi,6fScgF2Y63ScU73nYju0ny,https://p.scdn.co/mp3-preview/44b359cfaae103efa988348f8a88020e9d7c8b5b?cid=6f011d3377f54821bb6607c002103317,2018-03-09,"['classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']",0.481,0.496,-7.421,0.0262,0.588,0,0.132,0.453,89.839,8,1,251819,69.0
318,4kpm50ItxF6iFUATTyQdOR,Phir Kabhi,4jk4CaqBMBbMZhf3PuR1ai,https://p.scdn.co/mp3-preview/d77bd02dbe3d529144ef185c597b21665f1c514e?cid=6f011d3377f54821bb6607c002103317,2016-09-17,"['desi pop', 'filmi', 'modern bollywood']",0.405,0.665,-5.498,0.0328,0.614,0,0.525,0.404,81.921,4,1,287422,62.0
319,4kpm50ItxF6iFUATTyQdOR,Laagi Na Choote,4x1ytzl1fpeWpmuRZHGnDu,https://p.scdn.co/mp3-preview/d35a45a484e5f4bd888ba8377054ac55de69aa21?cid=6f011d3377f54821bb6607c002103317,2017-08-17,"['desi pop', 'filmi', 'modern bollywood']",0.646,0.536,-9.157,0.0318,0.693,2.55e-05,0.11,0.112,119.979,9,1,209828,45.0
320,4kpm50ItxF6iFUATTyQdOR,Tere Dil Mein,2UC1oWY3KAcnp9a36y0oJa,https://p.scdn.co/mp3-preview/d1ea41aa4e0cac5b8357c7f9d2211ba44af6b449?cid=6f011d3377f54821bb6607c002103317,2017-02-13,"['desi pop', 'filmi', 'modern bollywood']",0.466,0.563,-6.668,0.0341,0.13,0,0.203,0.233,92.049,8,1,220926,34.0
321,4kpm50ItxF6iFUATTyQdOR,Humnava,5lLRB1nnTy1p8nFaH1Vdyf,https://p.scdn.co/mp3-preview/e128bdd713f96d4e7ca12f5ce92820442d9ea58f?cid=6f011d3377f54821bb6607c002103317,2015-05-21,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",0.314,0.478,-7.201,0.0412,0.783,2.08e-05,0.147,0.276,199.631,4,0,328854,58.0
322,4kpm50ItxF6iFUATTyQdOR,Mast Magan,3uL1IBFhg52VcQqOwAG01E,https://p.scdn.co/mp3-preview/49b2fa0b4f6f5a24f364e12a9fd558c814a79e9e?cid=6f011d3377f54821bb6607c002103317,2014-03-14,"['desi pop', 'filmi', 'modern bollywood']",0.659,0.774,-7.014,0.0372,0.606,0.000333,0.185,0.883,82.995,7,1,280161,68.0
323,4kpm50ItxF6iFUATTyQdOR,Suno- Na Sangemarmar,0RrR3wg4ezBVwm7lyeybir,https://p.scdn.co/mp3-preview/c964aa636e9f5fa5dd52c46f103fd50ccffc8260?cid=6f011d3377f54821bb6607c002103317,2014-03-05,"['desi pop', 'filmi', 'modern bollywood']",0.658,0.563,-8.91,0.0317,0.494,7.58e-05,0.378,0.582,119.98,0,0,201676,56.0
324,4kpm50ItxF6iFUATTyQdOR,Nazm Nazm,1We89SAonMk70QBbfXERxa,https://p.scdn.co/mp3-preview/40693d48d0daaca437e26fb196e02fe6f3e4db82?cid=6f011d3377f54821bb6607c002103317,2017-08-17,"['desi pop', 'filmi', 'modern bollywood']",0.62,0.627,-6.187,0.0307,0.497,0,0.133,0.557,82.008,7,1,226941,69.0
325,4kpm50ItxF6iFUATTyQdOR,Saiyaara,1ocYa8PoVd5e2vPn0xHJcA,https://p.scdn.co/mp3-preview/e8e4af77e368a0d948beee841058afcc96bcc5a4?cid=6f011d3377f54821bb6607c002103317,2012-07-16,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']",0.659,0.665,-8.181,0.0266,0.456,0.000486,0.0898,0.692,93.012,8,0,252160,64.0
326,4kpm50ItxF6iFUATTyQdOR,"Pyar Ho (From ""Munna Michael"")",5Czr8EauWWCcZawtFstuJl,https://p.scdn.co/mp3-preview/803217f615fbfdc90e8bc0ffbed65c7841eca196?cid=6f011d3377f54821bb6607c002103317,2017-06-22,"['desi pop', 'modern bollywood']",0.603,0.552,-8.214,0.0409,0.589,0,0.116,0.339,95.024,2,1,252000,49.0
327,4kpm50ItxF6iFUATTyQdOR,Mitti Di Khushboo,7tp4iYvcZksGp1u7feUrrO,https://p.scdn.co/mp3-preview/54426f2f3e3f06fa046eddf6902320dc92b75879?cid=6f011d3377f54821bb6607c002103317,2014-10-08,"['desi pop', 'modern bollywood']",0.64,0.754,-4.873,0.0392,0.395,0,0.209,0.355,94.989,6,0,247223,59.0
328,4kpm50ItxF6iFUATTyQdOR,"Hawayein (From ""Jab Harry Met Sejal"")",6871FKHumiy1Wfr6vF7Xxt,https://p.scdn.co/mp3-preview/04e6f3186eceb855a8d739efe7498163d3a2bc94?cid=6f011d3377f54821bb6607c002103317,2017-07-26,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",0.606,0.601,-5.576,0.0283,0.796,0.000511,0.127,0.453,125.961,2,1,289999,63.0
